web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570859157-3794","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/court-ruling-preserve-trump-interactions-with-foreign-leaders_n_5d9a7b06e4b03b475f9b8cf2","White House Ordered Not To Destroy Records Of Trump’s Interactions With Foreign Leaders","Judge Amy Berman Jackson also demanded preservation of all records of officials attempting to “return, ‘claw back,’ ‘lock down’ or recall” information.","","The suit was filed after media reports that no records existed for at least five Trump meetings with Russian President Vladimir Putin, one meeting with North Korean leader Kim Jong Un and a meeting with Saudi Prince Mohammad bin Salman.","10/06/2019 09:43 pm ET"
"1570859555-5846","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-man-on-moon-louisiana-rally_n_5da143e0e4b06ddfc51a0d8b","Trump Vows To Put A Man On The Moon. Someone Should Introduce Him To Buzz Aldrin.","And he’s going to end “socialism,” he promises supporters at Louisiana rally.","Mary Papenfuss","","10/12/2019 12:06 am ET"
"1570859135-3648","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/white-house-sunday-morning-shows_n_5d9a17dde4b03b475f9b1cb8","White House Officials Absent From Sunday Shows As Ukraine Controversy Grows","Trump’s facing an impeachment inquiry and not a single White House official signed on to answer questions about it.","","As Sunday morning political talk shows debated and discussed the impeachment inquiry into President Donald Trump and his dealings with Ukraine, there was a glaring absence from their lineups: White House officials.","10/06/2019 04:32 pm ET"
"1570858980-2885","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-tries-to-make-nickelback-great-again-in-doctored-clip-attacking-joe-biden_n_5d954f95e4b0da7f66214441","Trump Just Politicized Nickelback And People Think We’ve Entered Another Universe","Trump shared a doctored Nickelback video to mock Biden. The video was later pulled for copyright infringement.","","hasn’t nickelback suffered enough","10/03/2019 02:14 am ET"
"1570859572-5990","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-louisiana-rally_n_5da13c16e4b06ddfc51a0ac2","Trump Trashes Impeachment, Bidens, Media At Louisiana Rally","The president met a sympathetic audience in Louisiana.","","Trump met in the Oval Office earlier Friday with members of the Eastbank All-Stars and invited them to fly home aboard Air Force One. The team is based in suburban New Orleans.","10/11/2019 11:05 pm ET"
"1570859202-4066","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-kurds-turkey-istanbul_n_5d9b82ffe4b03b475f9de498","In Turkey Vs. Kurds Dispute, Trump Chooses The Side Where He Has A Condo Complex","The administration is letting Turkey move into northern Syria to wipe out the Kurds, who have long fought Islamic State terrorism alongside the U.S.","","“We unfortunately have to ask how much he was influenced in this decision by his personal profits from Turkey,” Libowitz said.","10/07/2019 04:20 pm ET"
"1570859413-5185","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-impeached-for-what_n_5d9eb07ee4b06ddfc5138b31","Trump Asks: ‘Impeached For What?’ Twitter Users Reply With Plenty Of Options.","Twitter users are only too happy to answer the president’s question.","","President Donald Trump fired off a midnight tweet griping about the impeachment inquiry launched by the House.","10/10/2019 01:29 am ET"
"1570858924-2564","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-admits-he-halted-aid-to-ukraine-to-fight-corruption_n_5d8a2971e4b0c2a85cb1ac09","Trump Claims He Halted Aid To Ukraine To Fight ‘Corruption’","The president confirmed to reporters at the United Nations that he froze millions of dollars in aid and called for other European nations to “put up money.”","","WASHINGTON (AP) — President Donald Trump ordered his staff to freeze nearly $400 million in aid to Ukraine a few days before a phone call in which he pressured the Eastern European nation’s leader to investigate the family of political rival Joe Biden, a revelation that comes as more Democrats move toward impeachment proceedings.","09/24/2019 10:41 am ET"
"1570859321-4625","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/minneapolis-mayor-jacob-frey-donald-trump-twitter-war_n_5d9d0de2e4b02c9da040817c","Minneapolis Mayor Responds To Trump Twitter Attacks: ‘Yawn’","Jacob Frey said he doesn’t have time to be “tweeting garbage” as the mayor of a city, so he’s surprised the president has time while governing a nation.","","El Paso confirmed to ABC News on Tuesday that its bill was still outstanding. Minneapolis seems to have taken note, as an El Paso spokesperson said Minneapolis officials had reached out to them regarding the bill.","10/08/2019 09:09 pm ET"
"1570858999-2995","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-tax-whistleblower_n_5d9608f2e4b0da7f6622b8ba","Chuck Grassley Slams Democrats’ Handling Of Tax Whistleblower","The GOP senator has defended the Ukraine whistleblower but says Democrats are mishandling this case involving Trump’s tax returns.","","Ways and Means Chair Richard Neal (D-Mass.) said this week that lawyers for the committee had not yet talked to the whistleblower. Neal told reporters in his Massachusetts district that the committee’s lawyers “are proceeding on the basis of trying to interview the individual.”","10/03/2019 12:32 pm ET"
"1570859064-3359","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/house-pence-ukraine-documents_n_5d97a097e4b03b475f99002d","House Asks Mike Pence For Ukraine-Related Documents","The request is part of the chamber’s ongoing impeachment inquiry.","","The committees are currently investigating a request the president made of Ukraine, asking that country to dig up dirt on a potential 2020 opponent, Joe Biden, and his son Hunter Biden.","10/04/2019 03:53 pm ET"
"1570858980-2872","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-tries-to-make-nickelback-great-again-in-doctored-clip-attacking-joe-biden_n_5d954f95e4b0da7f66214441","Trump Just Politicized Nickelback And People Think We’ve Entered Another Universe","Trump shared a doctored Nickelback video to mock Biden. The video was later pulled for copyright infringement.","","The video was later flagged and removed from Twitter for copyright infringement. Trump’s tweet, minus the video, remained online as of early Thursday.","10/03/2019 02:14 am ET"
"1570859253-4287","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/tammy-kemp-defends-bible_n_5d9ca61de4b03b475fa08623","Texas Judge Defends Hugging, Gifting Bible To Botham Jean’s Killer","Judge Tammy Kemp noted that her Christian outreach to Amber Guyger happened after the trial was over.","","Courtroom video shows Judge Tammy Kemp’s interactions with Amber Guyger after the ex-cop’s sentencing.","10/08/2019 02:05 pm ET"
"1570858907-2493","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/epa-california-highway_n_5d89a6c1e4b0d269465370d6","EPA Tells California It Has The ‘Worst Air Quality’ In America, Threatens Highway Funds","In a new letter, EPA Administrator Andrew Wheeler alleged the state has failed to “carry out its most basic tasks under the Clean Air Act.”","","The Trump administration escalated its political war with California on Monday, threatening to withhold federal funding for the state’s highways unless officials dealt with what they referred to as the “worst air quality in the United States.”","09/24/2019 06:51 am ET"
"1570859245-4247","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/instagram-disinformation-2020_n_5d9c1401e4b03b475f9ee29e","How Instagram Became A Hotspot For Vile Conspiracies And 2020 Disinformation","The platform’s latest influencers are election hoaxers and conspiracy theorists.","","Memes are an increasingly popular vehicle for disinformation: They’re punchy, easy to make, instantly impactful and appealing across generations. They’re also flourishing on Instagram, which was designed specifically to share images. The site is crawling with hoax memes pushing misleading or blatantly false messages about political leaders and their supporters, as well as democratic institutions — and they’re not going anywhere.","10/08/2019 11:25 am ET"
"1570858969-2806","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-nixon-gop_n_5d952e08e4b0f5bf796efc8d","In The End, Nixon Walked Away For The Good Of His Party. Would Trump?","Top Republicans worry that if his status becomes dire, he’ll take the party down with him. Others worry he wouldn’t stop with just the party.","","“This is a long way from being anywhere near that situation,” added Ron Kaufman, a longtime Republican National Committee member from Massachusetts. “There’s no analogy.”","10/02/2019 09:50 pm ET"
"1570859288-4439","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/joseph-schumacher-trump-threatened_n_5d9cc938e4b087efdba3bcdb","Trump Lover Flashed Gun At Elizabeth Warren Supporter: Police","Police say Joseph Schumacher followed an 18-year-old woman in Moorhead, Minnesota, while harassing her over her Warren bumper sticker.","","Police said a passenger in Schumacher’s vehicle confirmed the story told to them by the victim.","10/08/2019 03:35 pm ET"
