web-scraper-order,web-scraper-start-url,article,article-href,title,subtitle,author,content,date
"1570855731-1674","https://www.nytimes.com/section/politics","Image2 Giuliani Associates Arrested With One-Way Tickets at U.S. AirportLev Parnas and Igor Fruman, associates of President Trump’s personal lawyer, were part of the pressure campaign on Ukraine to investigate Democrats.By Mark Mazzetti, Eileen Sullivan, Adam Goldman and William K. Rashbaum","https://www.nytimes.com/2019/10/10/us/politics/lev-parnas-igor-fruman-arrested-giuliani.html","2 Giuliani Associates Arrested With One-Way Tickets at U.S. Airport","Lev Parnas and Igor Fruman, associates of President Trump’s personal lawyer, were part of the pressure campaign on Ukraine to investigate Democrats.","Mark Mazzetti","His lawyer, Alan Dressler, did not immediately respond to a request for comment.","Published Oct. 10, 2019"
"1570855777-1811","https://www.nytimes.com/section/politics","ImageHouse Impeachment Investigators Subpoena Rick Perry on UkraineHours after two associates of the president’s personal lawyer were indicted on federal campaign finance charges, the House also subpoenaed them for depositions about their work in Ukraine.By Nicholas Fandos","https://www.nytimes.com/2019/10/10/us/politics/rick-perry-subpoena.html","House Impeachment Investigators Subpoena Rick Perry on Ukraine","Hours after two associates of the president’s personal lawyer were indicted on federal campaign finance charges, the House also subpoenaed them for depositions about their work in Ukraine.","Nicholas Fandos","With the White House struggling to calibrate its response, Democrats have moved quickly to paper Mr. Trump’s government with requests for information. The subpoena for Mr. Perry follows similar ones sent to the Defense and State Departments, the Office of Management and Budget, Vice President Mike Pence and the White House itself.","Oct. 10, 2019"
"1570855311-224","https://www.nytimes.com/section/politics","ImageTrump Throws Middle East Policy Into Turmoil Over SyriaAfter criticism that he was allowing a Turkish incursion into northern Syria, the president pivoted, saying he would prevent Turkey from going too far.By Peter Baker and Lara Jakes","https://www.nytimes.com/2019/10/07/us/politics/turkey-syria-trump.html","Trump Throws Middle East Policy Into Turmoil Over Syria","null","Peter Baker","The United States has suspended longstanding efforts to create a safe zone in Syria near the Turkish border that would have kept Turkish forces and Syrian fighters at a distance from each other. But another administration official said that the United States was now controlling the air space over northeast Syria in part to prevent Turkish aggression.","Published Oct. 7, 2019"
"1570855537-1033","https://www.nytimes.com/section/politics","ImageWhat Joe Biden Learned at the Last Two ImpeachmentsUntil Wednesday, he had resisted calling for President Trump’s impeachment. His experience as a senator helps explain his restraint.By Matt Flegenheimer","https://www.nytimes.com/2019/10/09/us/politics/joe-biden-impeachment-nixon-clinton.html","What Joe Biden Learned at the Last Two Impeachments","Until Wednesday, he had resisted calling for President Trump’s impeachment. His experience as a senator helps explain his restraint.","Matt Flegenheimer","Forty-five years later, Mr. Biden finds himself consumed by an impeachment drama of a different sort. He is at the center of the emerging Democratic case against President Trump, who in a July phone call pressed the president of Ukraine to investigate Mr. Biden and his son. It is a testament to the long and winding arc of Mr. Biden’s public life that he has been a player in every major impeachment debate of the last half-century.","Oct. 9, 2019"
"1570855483-823","https://www.nytimes.com/section/politics","ImageTrump’s Trade War Could Put Swiss-Size Dent in Global Economy, I.M.F. WarnsThe International Monetary Fund is the latest global organization to warn of growing economic fallout from President Trump’s trade war.By Ana Swanson","https://www.nytimes.com/2019/10/08/us/politics/trump-trade-war-imf.html","Trump’s Trade War Could Put Swiss-Size Dent in Global Economy, I.M.F. Warns","null","Ana Swanson","WASHINGTON — The new head of the International Monetary Fund warned on Tuesday that America’s trade war with China could cost the global economy around $700 billion by 2020 — a loss equivalent to the size of Switzerland’s entire economy.","Oct. 8, 2019"
"1570855369-360","https://www.nytimes.com/section/politics","ImageU.S. Blacklists 28 Chinese Entities Over Abuses in XinjiangThe companies and security bureaus were barred from buying American products because of their roles in human rights violations against Muslim minorities, the Trump administration said.By Ana Swanson and Paul Mozur","https://www.nytimes.com/2019/10/07/us/politics/us-to-blacklist-28-chinese-entities-over-abuses-in-xinjiang.html","U.S. Blacklists 28 Chinese Entities Over Abuses in Xinjiang","null","Ana Swanson","In many cases, they could find ways to replace American components and have likely already stockpiled key parts, limiting the short-term impact.","Oct. 7, 2019"
"1570855951-2335","https://www.nytimes.com/section/politics","ImageDemocrats’ Bolder Stand on Labor Reflects Nation’s Ideological ShiftAmbitious moves to shift power to workers are being embraced by several presidential candidates.By Noam Scheiber","https://www.nytimes.com/2019/10/11/business/economy/democratic-candidates-labor-unions.html","Democrats’ Bolder Stand on Labor Reflects Nation’s Ideological Shift","null","Noam Scheiber","Under a sectoral bargaining system, unions or worker groups would have to show support from a certain share of workers in order to begin negotiating on their behalf — for example, by getting 15 or 20 percent of workers in an industry to sign cards. At that point, a federal agency like the Labor Department would convene the bargaining, with employer groups on one side and the worker groups on the other. The agency would review any resulting agreement, which, once approved, would become binding on all employers in the industry.","Oct. 11, 2019"
"1570855339-307","https://www.nytimes.com/section/politics","ImageActing Homeland Security Chief Shouted Off Stage at Georgetown LawProtesters shut down a speech by Kevin K. McAleenan, the latest effort by opponents of the Trump administration’s hard-line immigration policies to let their grievances be known to policymakers.By Zolan Kanno-Youngs","https://www.nytimes.com/2019/10/07/us/politics/homeland-security-chief-protesters.html","Acting Homeland Security Chief Shouted Off Stage at Georgetown Law","null","Zolan Kanno-Youngs","Andrew Selee, the president of the Migration Policy Institute, said the organization regretted that Mr. McAleenan was silenced.","Oct. 7, 2019"
"1570855566-1135","https://www.nytimes.com/section/politics","ImageIn Shift, Warren Will Forgo Big Money Events if Nominated. At Least Some of Them.Elizabeth Warren is seeking to find a balance — disavowing fund-raisers with wealthy contributors while promising not to actually disarm in a potential matchup with President Trump.By Shane Goldmacher","https://www.nytimes.com/2019/10/09/us/politics/elizabeth-warren-fundraising.html","In Shift, Warren Will Forgo Big Money Events if Nominated. At Least Some of Them.","Elizabeth Warren is seeking to find a balance — disavowing fund-raisers with wealthy contributors while promising not to actually disarm in a potential matchup with President Trump.","Shane Goldmacher","Guy Cecil, the chairman of the biggest such group in the presidential race, Priorities USA, wrote on Twitter that regardless of Ms. Warren’s decision, it was “full speed ahead.”","Oct. 9, 2019"
"1570855586-1187","https://www.nytimes.com/section/politics","ImageBiden Calls for Trump Impeachment for First TimeIt was the first time the former vice president expressed support for full impeachment. He had previously backed a congressional inquiry.By Jonathan Martin","https://www.nytimes.com/2019/10/09/us/politics/biden-speech-impeachment.html","Biden Calls for Trump Impeachment for First Time","It was the first time the former vice president expressed support for full impeachment. He had previously backed a congressional inquiry.","Jonathan Martin","But as Mr. Trump and his allies wage near-daily political warfare against Mr. Biden, he has sought to mount a counteroffensive.","Published Oct. 9, 2019"
"1570855566-1119","https://www.nytimes.com/section/politics","ImageIn Shift, Warren Will Forgo Big Money Events if Nominated. At Least Some of Them.Elizabeth Warren is seeking to find a balance — disavowing fund-raisers with wealthy contributors while promising not to actually disarm in a potential matchup with President Trump.By Shane Goldmacher","https://www.nytimes.com/2019/10/09/us/politics/elizabeth-warren-fundraising.html","In Shift, Warren Will Forgo Big Money Events if Nominated. At Least Some of Them.","Elizabeth Warren is seeking to find a balance — disavowing fund-raisers with wealthy contributors while promising not to actually disarm in a potential matchup with President Trump.","Shane Goldmacher","One of the centerpieces of Ms. Warren’s anti-corruption message has been her pledge to forgo traditional big-money fund-raisers, which advisers believe has helped fuel her rise. From the start, Ms. Warren had said the ban only applied to the primary. “I do not believe in unilateral disarmament,” she said when she announced it in February on MSNBC.","Oct. 9, 2019"
"1570855294-127","https://www.nytimes.com/section/politics","ImagePresident Endorses Turkish Military Operation in Syria, Shifting U.S. PolicyThe operation would sweep away American-backed Kurdish forces near the border in Syria. The White House said U.S. forces “will no longer be in the immediate area.”By Eric Schmitt, Maggie Haberman and Edward Wong","https://www.nytimes.com/2019/10/07/us/politics/trump-turkey-syria.html","President Endorses Turkish Military Operation in Syria, Shifting U.S. Policy","null","Eric Schmitt","Administration officials said that Mr. Trump spoke directly with President Recep Tayyip Erdogan of Turkey on the issue on Sunday. And the officials indicated that the 100 to 150 United States military personnel deployed to that area would be pulled back in advance of any Turkish operation but that they would not be completely withdrawn from Syria.","Published Oct. 7, 2019"
